underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2018-05-29,VIX,2018-05-30,10.000,c,4.50,7.40,4.50,7.40,119,451,6.50,382,7.90,17.57,17.57,2,6.10,23,7.80,17.02,17.02,5.52,195,0
^VIX,2018-05-29,VIX,2018-05-30,10.000,p,0.00,0.00,0.00,0.00,0,0,0.00,227,0.05,17.57,17.57,0,0.00,227,0.05,17.02,17.02,0.00,9,0
^VIX,2018-05-29,VIX,2018-05-30,10.500,c,4.80,4.80,4.80,4.80,1,350,6.00,341,7.40,17.57,17.57,11,5.30,10,7.40,17.02,17.02,4.80,57,0
^VIX,2018-05-29,VIX,2018-05-30,10.500,p,0.00,0.00,0.00,0.00,0,0,0.00,60,0.05,17.57,17.57,0,0.00,60,0.05,17.02,17.02,0.00,22,0
^VIX,2018-05-29,VIX,2018-05-30,11.000,c,3.87,4.30,3.80,4.30,8,350,5.50,341,6.90,17.57,17.57,10,4.80,11,6.90,17.02,17.02,3.91,46,0
^VIX,2018-05-29,VIX,2018-05-30,11.000,p,0.02,0.02,0.02,0.02,10,0,0.00,55,0.05,17.57,17.57,0,0.00,51,0.05,17.02,17.02,0.02,73,0
^VIX,2018-05-29,VIX,2018-05-30,11.500,c,3.90,3.90,3.90,3.90,2,350,5.00,341,6.40,17.57,17.57,2,4.60,10,6.40,17.02,17.02,3.90,67,0
^VIX,2018-05-29,VIX,2018-05-30,11.500,p,0.00,0.00,0.00,0.00,0,0,0.00,55,0.05,17.57,17.57,0,0.00,72,0.05,17.02,17.02,0.00,1025,0
^VIX,2018-05-29,VIX,2018-05-30,12.000,c,3.00,5.60,2.70,5.60,216,452,4.50,378,5.90,17.57,17.57,1,4.30,22,5.80,17.02,17.02,3.86,253,0
^VIX,2018-05-29,VIX,2018-05-30,12.000,p,0.01,0.01,0.01,0.01,8,0,0.00,151,0.05,17.57,17.57,0,0.00,151,0.05,17.02,17.02,0.01,320,0
^VIX,2018-05-29,VIX,2018-05-30,12.500,c,2.40,3.10,2.40,3.10,7,350,4.00,346,5.40,17.57,17.57,1,3.90,11,5.30,17.02,17.02,2.62,72,0
^VIX,2018-05-29,VIX,2018-05-30,12.500,p,0.00,0.00,0.00,0.00,0,0,0.00,14,0.05,17.57,17.57,0,0.00,44,0.05,17.02,17.02,0.00,1373,0
^VIX,2018-05-29,VIX,2018-05-30,13.000,c,2.05,5.21,1.20,4.90,194,463,3.40,388,5.00,17.57,17.57,1,3.20,21,4.80,17.02,17.02,3.11,211,0
^VIX,2018-05-29,VIX,2018-05-30,13.000,p,0.05,0.05,0.03,0.04,160,0,0.00,79,0.05,17.57,17.57,0,0.00,102,0.05,17.02,17.02,0.04,1623,0
^VIX,2018-05-29,VIX,2018-05-30,13.500,c,1.73,3.81,1.20,3.81,85,467,2.95,388,4.50,17.57,17.57,1,3.30,22,4.40,17.02,17.02,1.94,114,0
^VIX,2018-05-29,VIX,2018-05-30,13.500,p,0.05,0.11,0.01,0.07,215,0,0.00,22,0.05,17.57,17.57,0,0.00,52,0.05,17.02,17.02,0.05,838,0
^VIX,2018-05-29,VIX,2018-05-30,14.000,c,1.20,4.01,0.85,3.92,425,380,2.55,378,3.90,17.57,17.57,1,2.25,24,3.90,17.02,17.02,1.70,396,0
^VIX,2018-05-29,VIX,2018-05-30,14.000,p,0.20,0.25,0.05,0.05,369,0,0.00,2,0.05,17.57,17.57,0,0.00,24,0.05,17.02,17.02,0.13,260,0
^VIX,2018-05-29,VIX,2018-05-30,14.500,c,0.70,3.05,0.50,3.05,142,449,2.05,384,3.40,17.57,17.57,2,1.70,21,3.30,17.02,17.02,1.25,252,0
^VIX,2018-05-29,VIX,2018-05-30,14.500,p,0.25,0.50,0.05,0.12,227,0,0.00,13,0.35,17.57,17.57,0,0.00,20,0.05,17.02,17.02,0.26,128,0
^VIX,2018-05-29,VIX,2018-05-30,15.000,c,0.93,3.00,0.35,2.59,905,50,2.05,386,2.95,17.57,17.57,1,1.30,22,2.90,17.02,17.02,1.22,988,0
^VIX,2018-05-29,VIX,2018-05-30,15.000,p,0.76,0.76,0.05,0.08,899,0,0.00,182,0.10,17.57,17.57,0,0.00,141,0.10,17.02,17.02,0.27,291,0
^VIX,2018-05-29,VIX,2018-05-30,16.000,c,0.45,2.16,0.10,1.40,1560,31,1.30,474,2.05,17.57,17.57,3,0.50,8,1.85,17.02,17.02,0.93,739,0
^VIX,2018-05-29,VIX,2018-05-30,16.000,p,1.30,1.90,0.10,0.25,1153,50,0.15,25,0.20,17.57,17.57,10,0.10,25,0.40,17.02,17.02,0.49,107,0
^VIX,2018-05-29,VIX,2018-05-30,17.000,c,0.15,1.50,0.10,0.85,4758,30,0.85,1,1.10,17.57,17.57,3,0.85,1104,1.05,17.02,17.02,0.62,6897,0
^VIX,2018-05-29,VIX,2018-05-30,17.000,p,2.18,2.38,0.30,0.65,893,36,0.35,122,1.00,17.57,17.57,16,0.35,10,0.85,17.02,17.02,0.69,57,0
^VIX,2018-05-29,VIX,2018-05-30,18.000,c,0.10,1.00,0.05,0.49,2095,84,0.30,1567,0.75,17.57,17.57,36,0.20,13,0.65,17.02,17.02,0.42,5780,0
^VIX,2018-05-29,VIX,2018-05-30,18.000,p,3.26,3.26,0.40,0.40,177,159,0.75,12,2.10,17.57,17.57,70,1.10,10,1.50,17.02,17.02,1.76,44,0
^VIX,2018-05-29,VIX,2018-05-30,19.000,c,0.10,0.70,0.05,0.23,2724,959,0.15,115,0.40,17.57,17.57,1391,0.10,98,0.30,17.02,17.02,0.44,417,0
^VIX,2018-05-29,VIX,2018-05-30,19.000,p,4.23,4.23,1.70,1.90,16,25,1.30,29,3.00,17.57,17.57,8,1.45,51,3.30,17.02,17.02,2.71,9,0
^VIX,2018-05-29,VIX,2018-05-30,20.000,c,0.10,0.50,0.05,0.13,3757,976,0.10,5,0.20,17.57,17.57,315,0.10,1,0.20,17.02,17.02,0.28,8940,0
^VIX,2018-05-29,VIX,2018-05-30,20.000,p,4.48,4.48,2.21,2.26,14,23,2.20,26,4.10,17.57,17.57,9,2.35,27,4.10,17.02,17.02,3.84,22,0
^VIX,2018-05-29,VIX,2018-05-30,21.000,c,0.05,0.30,0.05,0.07,6077,0,0.00,1624,0.35,17.57,17.57,728,0.05,12,0.10,17.02,17.02,0.16,10102,0
^VIX,2018-05-29,VIX,2018-05-30,21.000,p,0.00,0.00,0.00,0.00,0,28,3.10,27,5.00,17.57,17.57,13,3.20,12,5.20,17.02,17.02,0.00,60,0
^VIX,2018-05-29,VIX,2018-05-30,22.000,c,0.15,0.30,0.10,0.10,396,717,0.05,100,0.10,17.57,17.57,0,0.00,154,0.10,17.02,17.02,0.17,850,0
^VIX,2018-05-29,VIX,2018-05-30,22.000,p,0.00,0.00,0.00,0.00,0,15,4.10,16,6.00,17.57,17.57,13,4.20,12,6.20,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-05-30,23.000,c,0.05,0.05,0.05,0.05,200,205,0.05,1669,0.25,17.57,17.57,0,0.00,4,0.05,17.02,17.02,0.05,393,0
^VIX,2018-05-29,VIX,2018-05-30,23.000,p,0.00,0.00,0.00,0.00,0,16,5.00,16,7.00,17.57,17.57,13,5.20,12,7.20,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-05-30,24.000,c,0.05,0.10,0.05,0.05,332,0,0.00,1316,0.20,17.57,17.57,0,0.00,14,0.05,17.02,17.02,0.07,79,0
^VIX,2018-05-29,VIX,2018-05-30,24.000,p,0.00,0.00,0.00,0.00,0,15,6.00,16,8.00,17.57,17.57,11,6.20,10,8.20,17.02,17.02,0.00,9,0
^VIX,2018-05-29,VIX,2018-05-30,25.000,c,0.04,0.05,0.04,0.05,146,0,0.00,10,0.05,17.57,17.57,0,0.00,16,0.05,17.02,17.02,0.05,5230,0
^VIX,2018-05-29,VIX,2018-05-30,25.000,p,0.00,0.00,0.00,0.00,0,10,7.00,9,9.10,17.57,17.57,10,7.20,9,9.20,17.02,17.02,0.00,8,0
^VIX,2018-05-29,VIX,2018-05-30,30.000,c,0.03,0.03,0.03,0.03,6,0,0.00,40,0.05,17.57,17.57,0,0.00,50,0.05,17.02,17.02,0.03,6127,0
^VIX,2018-05-29,VIX,2018-05-30,30.000,p,0.00,0.00,0.00,0.00,0,10,12.00,9,14.10,17.57,17.57,10,12.10,9,14.10,17.02,17.02,0.00,16,0
^VIX,2018-05-29,VIX,2018-05-30,32.500,c,0.00,0.00,0.00,0.00,0,0,0.00,25,0.05,17.57,17.57,0,0.00,45,0.05,17.02,17.02,0.00,1190,0
^VIX,2018-05-29,VIX,2018-05-30,32.500,p,0.00,0.00,0.00,0.00,0,10,14.50,9,16.60,17.57,17.57,10,14.60,9,16.60,17.02,17.02,0.00,50,0
^VIX,2018-05-29,VIX,2018-05-30,35.000,c,0.00,0.00,0.00,0.00,0,0,0.00,5,0.05,17.57,17.57,0,0.00,20,0.05,17.02,17.02,0.00,21,0
^VIX,2018-05-29,VIX,2018-05-30,35.000,p,0.00,0.00,0.00,0.00,0,10,17.00,9,19.10,17.57,17.57,10,17.10,9,19.10,17.02,17.02,0.00,30,0
^VIX,2018-05-29,VIX,2018-05-30,37.500,c,0.00,0.00,0.00,0.00,0,0,0.00,5,0.05,17.57,17.57,0,0.00,6,0.05,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-05-30,37.500,p,0.00,0.00,0.00,0.00,0,10,19.50,9,21.60,17.57,17.57,10,19.60,9,21.60,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-05-30,40.000,c,0.00,0.00,0.00,0.00,0,0,0.00,6,0.05,17.57,17.57,0,0.00,6,0.05,17.02,17.02,0.00,1,0
^VIX,2018-05-29,VIX,2018-05-30,40.000,p,22.90,22.90,22.90,22.90,17,20,22.00,19,24.10,17.57,17.57,21,22.20,22,24.10,17.02,17.02,22.90,33,0
^VIX,2018-05-29,VIX,2018-05-30,42.500,c,0.00,0.00,0.00,0.00,0,0,0.00,208,0.40,17.57,17.57,0,0.00,26,0.65,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-05-30,42.500,p,0.00,0.00,0.00,0.00,0,10,24.50,9,26.60,17.57,17.57,10,24.60,9,26.60,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-05-30,45.000,c,0.00,0.00,0.00,0.00,0,0,0.00,20,0.05,17.57,17.57,0,0.00,20,0.05,17.02,17.02,0.00,71,0
^VIX,2018-05-29,VIX,2018-05-30,45.000,p,29.60,29.60,29.60,29.60,1,10,27.00,9,29.10,17.57,17.57,10,27.10,9,29.10,17.02,17.02,29.60,17,0
^VIX,2018-05-29,VIX,2018-05-30,50.000,c,0.00,0.00,0.00,0.00,0,0,0.00,192,0.40,17.57,17.57,0,0.00,15,0.05,17.02,17.02,0.00,11,0
^VIX,2018-05-29,VIX,2018-05-30,50.000,p,34.60,34.60,34.60,34.60,1,10,32.00,9,34.10,17.57,17.57,10,32.10,9,34.10,17.02,17.02,34.60,0,0
^VIX,2018-05-29,VIX,2018-05-30,55.000,c,0.00,0.00,0.00,0.00,0,0,0.00,20,0.05,17.57,17.57,0,0.00,20,0.05,17.02,17.02,0.00,150,0
^VIX,2018-05-29,VIX,2018-05-30,55.000,p,39.60,39.60,39.60,39.60,1,10,37.00,9,39.10,17.57,17.57,10,37.10,9,39.10,17.02,17.02,39.60,0,0
^VIX,2018-05-29,VIX,2018-06-06,10.000,c,4.80,6.00,4.80,5.74,13,60,5.90,102,7.10,17.57,17.57,67,5.50,60,6.60,17.02,17.02,5.69,49,0
^VIX,2018-05-29,VIX,2018-06-06,10.000,p,0.00,0.00,0.00,0.00,0,0,0.00,62,0.05,17.57,17.57,0,0.00,62,0.05,17.02,17.02,0.00,6,0
^VIX,2018-05-29,VIX,2018-06-06,10.500,c,0.00,0.00,0.00,0.00,0,50,5.40,100,6.60,17.57,17.57,55,5.00,50,6.10,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-06,10.500,p,0.00,0.00,0.00,0.00,0,0,0.00,54,0.05,17.57,17.57,0,0.00,54,0.05,17.02,17.02,0.00,25,0
^VIX,2018-05-29,VIX,2018-06-06,11.000,c,3.79,3.79,3.79,3.79,5,50,4.90,85,6.10,17.57,17.57,57,4.50,50,5.60,17.02,17.02,3.79,5,0
^VIX,2018-05-29,VIX,2018-06-06,11.000,p,0.00,0.00,0.00,0.00,0,0,0.00,45,0.05,17.57,17.57,0,0.00,45,0.05,17.02,17.02,0.00,11,0
^VIX,2018-05-29,VIX,2018-06-06,11.500,c,3.50,5.00,3.50,5.00,125,60,4.40,110,5.60,17.57,17.57,66,4.00,60,5.10,17.02,17.02,4.74,152,0
^VIX,2018-05-29,VIX,2018-06-06,11.500,p,0.06,0.06,0.06,0.06,201,0,0.00,60,0.10,17.57,17.57,0,0.00,60,0.10,17.02,17.02,0.06,15,0
^VIX,2018-05-29,VIX,2018-06-06,12.000,c,2.30,3.80,2.30,3.50,43,60,3.90,102,5.10,17.57,17.57,69,3.50,60,4.60,17.02,17.02,3.32,72,0
^VIX,2018-05-29,VIX,2018-06-06,12.000,p,0.05,0.05,0.05,0.05,20,0,0.00,10,0.05,17.57,17.57,0,0.00,10,0.05,17.02,17.02,0.05,45,0
^VIX,2018-05-29,VIX,2018-06-06,12.500,c,2.55,3.19,2.55,3.19,14,100,3.50,102,4.60,17.57,17.57,66,3.10,60,4.20,17.02,17.02,2.85,138,0
^VIX,2018-05-29,VIX,2018-06-06,12.500,p,0.10,0.15,0.05,0.05,2202,0,0.00,100,0.10,17.57,17.57,0,0.00,60,0.10,17.02,17.02,0.09,112,0
^VIX,2018-05-29,VIX,2018-06-06,13.000,c,2.00,3.50,1.85,3.50,44,100,3.00,112,4.20,17.57,17.57,69,2.65,60,3.70,17.02,17.02,2.67,87,0
^VIX,2018-05-29,VIX,2018-06-06,13.000,p,0.25,0.25,0.05,0.05,392,0,0.00,107,0.15,17.57,17.57,10,0.05,7,0.15,17.02,17.02,0.10,155,0
^VIX,2018-05-29,VIX,2018-06-06,13.500,c,1.80,2.75,1.65,2.75,31,60,2.65,3,3.60,17.57,17.57,67,2.25,60,3.30,17.02,17.02,2.14,40,0
^VIX,2018-05-29,VIX,2018-06-06,13.500,p,0.35,0.35,0.10,0.10,3324,131,0.05,60,0.25,17.57,17.57,50,0.10,2,0.20,17.02,17.02,0.11,206,0
^VIX,2018-05-29,VIX,2018-06-06,14.000,c,1.50,3.00,1.20,3.00,307,100,2.25,53,3.00,17.57,17.57,70,1.95,60,2.85,17.02,17.02,1.91,305,0
^VIX,2018-05-29,VIX,2018-06-06,14.000,p,0.65,0.68,0.20,0.20,185,123,0.10,60,0.40,17.57,17.57,60,0.15,60,0.50,17.02,17.02,0.37,77,0
^VIX,2018-05-29,VIX,2018-06-06,14.500,c,1.20,2.50,1.20,1.95,9,60,1.95,2,2.80,17.57,17.57,69,1.65,60,2.50,17.02,17.02,2.08,128,0
^VIX,2018-05-29,VIX,2018-06-06,14.500,p,0.95,0.95,0.30,0.40,206,1040,0.35,7,0.45,17.57,17.57,1594,0.35,60,0.70,17.02,17.02,0.62,143,0
^VIX,2018-05-29,VIX,2018-06-06,15.000,c,1.05,2.30,0.55,2.20,2319,60,1.65,1629,2.50,17.57,17.57,71,1.45,1924,2.20,17.02,17.02,1.58,5027,0
^VIX,2018-05-29,VIX,2018-06-06,15.000,p,1.45,1.45,0.50,0.65,1223,10,0.60,10,1.00,17.57,17.57,60,0.50,60,0.95,17.02,17.02,0.63,24,0
^VIX,2018-05-29,VIX,2018-06-06,16.000,c,0.85,1.75,0.65,1.60,1195,100,1.25,673,1.75,17.57,17.57,66,1.05,63,1.70,17.02,17.02,1.31,2574,0
^VIX,2018-05-29,VIX,2018-06-06,16.000,p,1.85,2.10,0.95,1.15,247,3,1.05,103,1.35,17.57,17.57,64,1.00,68,1.60,17.02,17.02,1.25,139,0
^VIX,2018-05-29,VIX,2018-06-06,17.000,c,0.45,1.45,0.45,1.20,234,92,0.95,1,1.40,17.57,17.57,50,0.80,62,1.30,17.02,17.02,0.82,2421,0
^VIX,2018-05-29,VIX,2018-06-06,17.000,p,2.84,2.95,1.55,2.05,153,126,1.40,60,2.10,17.57,17.57,60,1.65,68,2.35,17.02,17.02,2.06,40,0
^VIX,2018-05-29,VIX,2018-06-06,18.000,c,0.35,1.25,0.35,1.03,473,60,0.75,127,1.25,17.57,17.57,2,0.85,60,1.05,17.02,17.02,0.63,551,0
^VIX,2018-05-29,VIX,2018-06-06,18.000,p,2.87,2.87,2.55,2.55,42,10,2.20,60,2.85,17.57,17.57,60,2.35,69,3.20,17.02,17.02,2.78,5,0
^VIX,2018-05-29,VIX,2018-06-06,19.000,c,0.30,0.84,0.30,0.75,83,60,0.60,7,1.00,17.57,17.57,50,0.50,60,0.90,17.02,17.02,0.74,182,0
^VIX,2018-05-29,VIX,2018-06-06,19.000,p,3.93,3.93,3.10,3.30,46,106,2.80,60,3.80,17.57,17.57,60,3.20,70,4.10,17.02,17.02,3.22,27,0
^VIX,2018-05-29,VIX,2018-06-06,20.000,c,0.30,0.75,0.23,0.65,2499,70,0.65,1,0.75,17.57,17.57,6,0.55,1,0.70,17.02,17.02,0.60,362,0
^VIX,2018-05-29,VIX,2018-06-06,20.000,p,4.30,4.30,4.20,4.20,4,100,3.60,60,4.60,17.57,17.57,60,4.00,70,5.00,17.02,17.02,4.26,0,0
^VIX,2018-05-29,VIX,2018-06-06,21.000,c,0.30,0.70,0.25,0.48,157,123,0.35,103,0.70,17.57,17.57,60,0.30,60,0.65,17.02,17.02,0.45,6668,0
^VIX,2018-05-29,VIX,2018-06-06,21.000,p,6.13,6.60,6.13,6.60,46,108,4.50,60,5.50,17.57,17.57,60,4.90,71,5.90,17.02,17.02,6.54,6,0
^VIX,2018-05-29,VIX,2018-06-06,22.000,c,0.48,0.48,0.48,0.48,3,120,0.25,103,0.65,17.57,17.57,50,0.25,60,0.55,17.02,17.02,0.48,26,0
^VIX,2018-05-29,VIX,2018-06-06,22.000,p,0.00,0.00,0.00,0.00,0,103,5.40,60,6.40,17.57,17.57,60,5.80,70,6.80,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-06,23.000,c,0.20,0.45,0.20,0.38,6,120,0.25,60,0.50,17.57,17.57,60,0.20,60,0.45,17.02,17.02,0.37,206,0
^VIX,2018-05-29,VIX,2018-06-06,23.000,p,0.00,0.00,0.00,0.00,0,109,6.30,60,7.40,17.57,17.57,60,6.80,71,7.80,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-06,24.000,c,0.29,0.35,0.25,0.35,18,121,0.20,5,0.40,17.57,17.57,50,0.20,66,0.40,17.02,17.02,0.29,10095,0
^VIX,2018-05-29,VIX,2018-06-06,24.000,p,0.00,0.00,0.00,0.00,0,106,7.20,60,8.30,17.57,17.57,60,7.70,70,8.70,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-06,25.000,c,0.10,0.35,0.10,0.35,118,60,0.15,103,0.40,17.57,17.57,10,0.20,60,0.35,17.02,17.02,0.12,443,0
^VIX,2018-05-29,VIX,2018-06-06,25.000,p,0.00,0.00,0.00,0.00,0,103,8.20,60,9.30,17.57,17.57,60,8.70,71,9.70,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-06,30.000,c,0.10,0.20,0.10,0.15,3362,5,0.10,4,0.20,17.57,17.57,15,0.10,2,0.20,17.02,17.02,0.14,40,0
^VIX,2018-05-29,VIX,2018-06-06,30.000,p,0.00,0.00,0.00,0.00,0,98,13.00,50,14.20,17.57,17.57,50,13.50,60,14.60,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-06,32.500,c,0.05,0.05,0.05,0.05,10,50,0.05,103,0.20,17.57,17.57,10,0.05,60,0.20,17.02,17.02,0.05,1,0
^VIX,2018-05-29,VIX,2018-06-06,32.500,p,0.00,0.00,0.00,0.00,0,85,15.50,50,16.70,17.57,17.57,50,16.00,57,17.10,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-06,35.000,c,0.10,0.10,0.05,0.10,25,0,0.00,5,0.10,17.57,17.57,5,0.05,60,0.15,17.02,17.02,0.08,12,0
^VIX,2018-05-29,VIX,2018-06-06,35.000,p,0.00,0.00,0.00,0.00,0,85,18.00,50,19.10,17.57,17.57,50,18.50,59,19.50,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-06,37.500,c,0.00,0.00,0.00,0.00,0,0,0.00,5,0.10,17.57,17.57,0,0.00,5,0.10,17.02,17.02,0.00,10,0
^VIX,2018-05-29,VIX,2018-06-06,37.500,p,0.00,0.00,0.00,0.00,0,100,20.40,50,21.60,17.57,17.57,50,20.90,57,22.00,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-06,40.000,c,0.05,0.05,0.05,0.05,10,20,0.05,15,0.10,17.57,17.57,20,0.05,15,0.10,17.02,17.02,0.05,121,0
^VIX,2018-05-29,VIX,2018-06-06,40.000,p,0.00,0.00,0.00,0.00,0,100,22.90,50,24.10,17.57,17.57,50,23.40,59,24.50,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-06,42.500,c,0.00,0.00,0.00,0.00,0,0,0.00,60,0.10,17.57,17.57,0,0.00,10,0.10,17.02,17.02,0.00,7,0
^VIX,2018-05-29,VIX,2018-06-06,42.500,p,0.00,0.00,0.00,0.00,0,85,25.40,50,26.60,17.57,17.57,50,25.90,50,27.00,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-06,45.000,c,0.00,0.00,0.00,0.00,0,0,0.00,60,0.10,17.57,17.57,0,0.00,60,0.10,17.02,17.02,0.00,1,0
^VIX,2018-05-29,VIX,2018-06-06,45.000,p,0.00,0.00,0.00,0.00,0,85,27.90,50,29.10,17.57,17.57,50,28.40,59,29.50,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-06,50.000,c,0.00,0.00,0.00,0.00,0,0,0.00,10,0.05,17.57,17.57,0,0.00,10,0.05,17.02,17.02,0.00,11,0
^VIX,2018-05-29,VIX,2018-06-06,50.000,p,0.00,0.00,0.00,0.00,0,85,32.90,50,34.10,17.57,17.57,50,33.40,59,34.50,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-13,10.000,c,5.00,6.40,5.00,6.30,77,60,5.70,20,7.20,17.57,17.57,60,5.40,70,6.70,17.02,17.02,5.78,106,0
^VIX,2018-05-29,VIX,2018-06-13,10.000,p,0.00,0.00,0.00,0.00,0,0,0.00,62,0.05,17.57,17.57,0,0.00,62,0.05,17.02,17.02,0.00,1,0
^VIX,2018-05-29,VIX,2018-06-13,10.500,c,0.00,0.00,0.00,0.00,0,50,5.20,60,6.80,17.57,17.57,50,4.90,50,6.20,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-06-13,10.500,p,0.00,0.00,0.00,0.00,0,0,0.00,50,0.05,17.57,17.57,0,0.00,50,0.05,17.02,17.02,0.00,2,0
^VIX,2018-05-29,VIX,2018-06-13,11.000,c,0.00,0.00,0.00,0.00,0,50,4.70,60,6.30,17.57,17.57,50,4.40,50,5.70,17.02,17.02,0.00,21,0
^VIX,2018-05-29,VIX,2018-06-13,11.000,p,0.04,0.04,0.04,0.04,3,0,0.00,34,0.05,17.57,17.57,0,0.00,34,0.05,17.02,17.02,0.04,8,0
^VIX,2018-05-29,VIX,2018-06-13,11.500,c,4.20,4.20,4.20,4.20,1,50,4.20,60,5.80,17.57,17.57,50,3.90,50,5.20,17.02,17.02,4.20,2,0
^VIX,2018-05-29,VIX,2018-06-13,11.500,p,0.00,0.00,0.00,0.00,0,0,0.00,60,0.10,17.57,17.57,0,0.00,60,0.10,17.02,17.02,0.00,1,0
^VIX,2018-05-29,VIX,2018-06-13,12.000,c,2.91,4.24,2.91,4.24,234,60,3.70,70,5.30,17.57,17.57,68,3.40,20,4.70,17.02,17.02,3.55,71,0
^VIX,2018-05-29,VIX,2018-06-13,12.000,p,0.20,0.20,0.05,0.05,9,0,0.00,60,0.15,17.57,17.57,0,0.00,60,0.15,17.02,17.02,0.14,26,0
^VIX,2018-05-29,VIX,2018-06-13,12.500,c,3.00,3.60,3.00,3.60,7,50,3.30,50,4.80,17.57,17.57,57,3.00,50,4.30,17.02,17.02,3.17,12,0
^VIX,2018-05-29,VIX,2018-06-13,12.500,p,0.15,0.15,0.15,0.15,10,0,0.00,60,0.20,17.57,17.57,0,0.00,60,0.25,17.02,17.02,0.15,23,0
^VIX,2018-05-29,VIX,2018-06-13,13.000,c,2.15,3.60,2.09,3.60,72,60,2.95,60,4.40,17.57,17.57,69,2.65,70,3.90,17.02,17.02,2.54,79,0
^VIX,2018-05-29,VIX,2018-06-13,13.000,p,0.38,0.41,0.17,0.17,20,70,0.05,60,0.30,17.57,17.57,50,0.10,60,0.35,17.02,17.02,0.27,36,0
^VIX,2018-05-29,VIX,2018-06-13,13.500,c,1.62,1.62,1.62,1.62,15,60,2.55,70,4.00,17.57,17.57,60,2.35,70,3.50,17.02,17.02,1.62,45,0
^VIX,2018-05-29,VIX,2018-06-13,13.500,p,0.50,0.55,0.45,0.55,4,7,0.25,59,0.50,17.57,17.57,7,0.25,60,0.55,17.02,17.02,0.50,4,0
^VIX,2018-05-29,VIX,2018-06-13,14.000,c,1.84,2.50,1.84,2.50,14,60,2.25,10,3.50,17.57,17.57,70,2.05,70,3.20,17.02,17.02,2.12,56,0
