underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2018-05-29,VIX,2018-10-17,10.000,p,0.00,0.00,0.00,0.00,0,9992,0.05,2570,0.10,17.57,17.57,2445,0.05,562,0.10,17.02,17.02,0.00,3412,0
^VIX,2018-05-29,VIX,2018-10-17,11.000,c,5.60,5.70,5.60,5.60,5,2606,5.80,4558,6.00,17.57,17.57,11,5.80,2988,6.00,17.02,17.02,5.62,34,0
^VIX,2018-05-29,VIX,2018-10-17,11.000,p,0.00,0.00,0.00,0.00,0,12322,0.15,1213,0.20,17.57,17.57,2865,0.15,345,0.20,17.02,17.02,0.00,192,0
^VIX,2018-05-29,VIX,2018-10-17,12.000,c,0.00,0.00,0.00,0.00,0,6580,5.00,11581,5.20,17.57,17.57,1587,5.00,3858,5.20,17.02,17.02,0.00,82,0
^VIX,2018-05-29,VIX,2018-10-17,12.000,p,0.35,0.35,0.35,0.35,2,13218,0.35,486,0.40,17.57,17.57,2602,0.35,160,0.40,17.02,17.02,0.35,1643,0
^VIX,2018-05-29,VIX,2018-10-17,13.000,c,4.50,4.50,4.50,4.50,2,11282,4.30,7509,4.50,17.57,17.57,2521,4.30,2180,4.50,17.02,17.02,4.50,133,0
^VIX,2018-05-29,VIX,2018-10-17,13.000,p,0.66,0.70,0.66,0.70,12,12579,0.65,14649,0.75,17.57,17.57,3388,0.65,2433,0.75,17.02,17.02,0.67,1690,0
^VIX,2018-05-29,VIX,2018-10-17,14.000,c,3.60,3.60,3.50,3.50,2,1658,3.80,19497,4.00,17.57,17.57,4799,3.70,153,3.90,17.02,17.02,3.55,93,0
^VIX,2018-05-29,VIX,2018-10-17,14.000,p,1.07,1.07,1.07,1.07,1,740,1.10,19295,1.20,17.57,17.57,315,1.10,4141,1.20,17.02,17.02,1.07,8263,0
^VIX,2018-05-29,VIX,2018-10-17,15.000,c,3.30,3.49,3.30,3.49,41,13077,3.30,18546,3.50,17.57,17.57,1652,3.30,6579,3.50,17.02,17.02,3.37,291,0
^VIX,2018-05-29,VIX,2018-10-17,15.000,p,1.60,1.65,1.60,1.65,30,12055,1.60,9613,1.70,17.57,17.57,2557,1.60,1426,1.70,17.02,17.02,1.63,17992,0
^VIX,2018-05-29,VIX,2018-10-17,16.000,c,2.98,3.00,2.98,3.00,34,2262,2.95,18069,3.10,17.57,17.57,11,2.95,6391,3.10,17.02,17.02,3.00,1120,0
^VIX,2018-05-29,VIX,2018-10-17,16.000,p,2.19,2.19,2.19,2.19,1,10939,2.20,6703,2.30,17.57,17.57,1901,2.20,1004,2.30,17.02,17.02,2.19,12850,0
^VIX,2018-05-29,VIX,2018-10-17,17.000,c,2.65,2.65,2.65,2.65,5,13875,2.60,13067,2.75,17.57,17.57,1362,2.60,87,2.70,17.02,17.02,2.65,7814,0
^VIX,2018-05-29,VIX,2018-10-17,17.000,p,2.95,2.95,2.95,2.95,5,14463,2.85,15062,3.00,17.57,17.57,2868,2.85,2535,3.00,17.02,17.02,2.95,9190,0
^VIX,2018-05-29,VIX,2018-10-17,18.000,c,2.43,2.48,2.43,2.48,15,7532,2.35,8341,2.45,17.57,17.57,4506,2.30,1274,2.45,17.02,17.02,2.46,21376,0
^VIX,2018-05-29,VIX,2018-10-17,18.000,p,3.60,3.60,3.60,3.60,10,22352,3.50,10603,3.70,17.57,17.57,8117,3.50,1635,3.70,17.02,17.02,3.60,16683,0
^VIX,2018-05-29,VIX,2018-10-17,19.000,c,2.20,2.20,2.20,2.20,60,12713,2.10,18425,2.25,17.57,17.57,313,2.10,737,2.20,17.02,17.02,2.20,11980,0
^VIX,2018-05-29,VIX,2018-10-17,19.000,p,0.00,0.00,0.00,0.00,0,14584,4.30,19204,4.50,17.57,17.57,4588,4.30,5832,4.50,17.02,17.02,0.00,1503,0
^VIX,2018-05-29,VIX,2018-10-17,20.000,c,1.90,2.05,1.85,2.05,335,11659,1.90,142,2.00,17.57,17.57,1375,1.90,777,2.00,17.02,17.02,1.89,27372,0
^VIX,2018-05-29,VIX,2018-10-17,20.000,p,5.20,5.20,5.20,5.20,1,13032,5.10,21330,5.30,17.57,17.57,2097,5.10,6204,5.30,17.02,17.02,5.20,1024,0
^VIX,2018-05-29,VIX,2018-10-17,21.000,c,1.70,1.70,1.70,1.70,115,2131,1.75,14244,1.85,17.57,17.57,2291,1.70,106,1.80,17.02,17.02,1.70,6552,0
^VIX,2018-05-29,VIX,2018-10-17,21.000,p,0.00,0.00,0.00,0.00,0,12257,5.90,17874,6.10,17.57,17.57,2355,5.90,5146,6.10,17.02,17.02,0.00,27,0
^VIX,2018-05-29,VIX,2018-10-17,22.000,c,1.55,1.55,1.55,1.55,5,15134,1.55,15558,1.70,17.57,17.57,1919,1.55,147,1.65,17.02,17.02,1.55,15764,0
^VIX,2018-05-29,VIX,2018-10-17,22.000,p,0.00,0.00,0.00,0.00,0,14234,6.70,8122,6.90,17.57,17.57,5458,6.70,1068,6.90,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-10-17,23.000,c,0.00,0.00,0.00,0.00,0,2254,1.45,12349,1.55,17.57,17.57,2930,1.40,77,1.50,17.02,17.02,0.00,3127,0
^VIX,2018-05-29,VIX,2018-10-17,23.000,p,0.00,0.00,0.00,0.00,0,9735,7.60,17891,7.80,17.57,17.57,1965,7.60,5126,7.80,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-10-17,24.000,c,0.00,0.00,0.00,0.00,0,12007,1.30,1107,1.40,17.57,17.57,1722,1.30,246,1.40,17.02,17.02,0.00,7730,0
^VIX,2018-05-29,VIX,2018-10-17,24.000,p,0.00,0.00,0.00,0.00,0,16783,8.40,20768,8.70,17.57,17.57,6821,8.40,4797,8.70,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-10-17,25.000,c,1.20,1.25,1.20,1.25,25,11289,1.20,9995,1.30,17.57,17.57,1453,1.20,329,1.30,17.02,17.02,1.22,15422,0
^VIX,2018-05-29,VIX,2018-10-17,25.000,p,0.00,0.00,0.00,0.00,0,11812,9.30,5579,9.50,17.57,17.57,4756,9.30,863,9.50,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-10-17,26.000,c,1.10,1.10,1.10,1.10,5,12026,1.10,9916,1.20,17.57,17.57,1600,1.10,315,1.20,17.02,17.02,1.10,1126,0
^VIX,2018-05-29,VIX,2018-10-17,26.000,p,0.00,0.00,0.00,0.00,0,11085,10.20,6485,10.40,17.57,17.57,4003,10.20,902,10.40,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-10-17,27.000,c,1.03,1.03,1.03,1.03,12,15511,1.00,123,1.10,17.57,17.57,2493,1.00,219,1.10,17.02,17.02,1.03,18,0
^VIX,2018-05-29,VIX,2018-10-17,27.000,p,0.00,0.00,0.00,0.00,0,11162,11.10,4882,11.30,17.57,17.57,4303,11.10,683,11.30,17.02,17.02,0.00,1,0
^VIX,2018-05-29,VIX,2018-10-17,28.000,c,1.00,1.00,1.00,1.00,5,4672,0.95,11788,1.05,17.57,17.57,270,0.95,1689,1.05,17.02,17.02,1.00,1534,0
^VIX,2018-05-29,VIX,2018-10-17,28.000,p,0.00,0.00,0.00,0.00,0,12192,12.00,16138,12.30,17.57,17.57,3680,12.00,3378,12.30,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-10-17,29.000,c,0.00,0.00,0.00,0.00,0,15128,0.85,120,0.95,17.57,17.57,2615,0.85,217,0.95,17.02,17.02,0.00,1679,0
^VIX,2018-05-29,VIX,2018-10-17,29.000,p,0.00,0.00,0.00,0.00,0,2626,13.00,12830,13.20,17.57,17.57,2424,12.90,2126,13.20,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-10-17,30.000,c,0.90,0.90,0.85,0.85,102,14202,0.80,10255,0.90,17.57,17.57,1776,0.80,1199,0.90,17.02,17.02,0.87,15440,0
^VIX,2018-05-29,VIX,2018-10-17,30.000,p,0.00,0.00,0.00,0.00,0,6430,13.90,9279,14.10,17.57,17.57,1165,13.90,1454,14.10,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-10-17,32.500,c,0.00,0.00,0.00,0.00,0,66,0.70,100,0.75,17.57,17.57,2876,0.65,827,0.75,17.02,17.02,0.00,5523,0
^VIX,2018-05-29,VIX,2018-10-17,32.500,p,0.00,0.00,0.00,0.00,0,7016,16.20,29,16.40,17.57,17.57,2183,16.20,2338,16.50,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-10-17,35.000,c,0.62,0.62,0.62,0.62,50,19062,0.55,1526,0.65,17.57,17.57,2821,0.55,944,0.65,17.02,17.02,0.62,8646,0
^VIX,2018-05-29,VIX,2018-10-17,35.000,p,0.00,0.00,0.00,0.00,0,4293,18.60,800,18.80,17.57,17.57,1279,18.60,741,18.80,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-10-17,37.500,c,0.00,0.00,0.00,0.00,0,3091,0.50,100,0.55,17.57,17.57,3866,0.45,218,0.55,17.02,17.02,0.00,89505,0
^VIX,2018-05-29,VIX,2018-10-17,37.500,p,0.00,0.00,0.00,0.00,0,2602,21.00,2991,21.20,17.57,17.57,673,21.00,1402,21.20,17.02,17.02,0.00,1,0
^VIX,2018-05-29,VIX,2018-10-17,40.000,c,0.00,0.00,0.00,0.00,0,16051,0.40,9761,0.50,17.57,17.57,2766,0.40,1395,0.50,17.02,17.02,0.00,2505,0
^VIX,2018-05-29,VIX,2018-10-17,40.000,p,0.00,0.00,0.00,0.00,0,3067,23.40,2413,23.60,17.57,17.57,1255,23.40,843,23.60,17.02,17.02,0.00,2,0
^VIX,2018-05-29,VIX,2018-10-17,42.500,c,0.00,0.00,0.00,0.00,0,15505,0.35,12024,0.45,17.57,17.57,2593,0.35,2337,0.45,17.02,17.02,0.00,968,0
^VIX,2018-05-29,VIX,2018-10-17,42.500,p,0.00,0.00,0.00,0.00,0,3617,25.80,3304,26.10,17.57,17.57,1351,25.80,1894,26.10,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-10-17,45.000,c,0.00,0.00,0.00,0.00,0,16066,0.30,13577,0.40,17.57,17.57,2797,0.30,2501,0.40,17.02,17.02,0.00,20,0
^VIX,2018-05-29,VIX,2018-10-17,45.000,p,0.00,0.00,0.00,0.00,0,3080,28.20,3916,28.50,17.57,17.57,1898,28.20,1782,28.50,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-10-17,47.500,c,0.31,0.32,0.31,0.32,50,21261,0.25,12309,0.35,17.57,17.57,3694,0.25,1961,0.35,17.02,17.02,0.32,50,0
^VIX,2018-05-29,VIX,2018-10-17,47.500,p,0.00,0.00,0.00,0.00,0,3148,30.60,3060,30.90,17.57,17.57,11,30.70,1702,30.90,17.02,17.02,0.00,20,0
^VIX,2018-05-29,VIX,2018-10-17,50.000,c,0.00,0.00,0.00,0.00,0,6276,0.25,151,0.30,17.57,17.57,127,0.25,178,0.30,17.02,17.02,0.00,778,0
^VIX,2018-05-29,VIX,2018-10-17,50.000,p,0.00,0.00,0.00,0.00,0,1947,33.10,2436,33.40,17.57,17.57,1314,33.10,1704,33.40,17.02,17.02,0.00,301,0
^VIX,2018-05-29,VIX,2018-10-17,55.000,c,0.00,0.00,0.00,0.00,0,136,0.20,9183,0.25,17.57,17.57,9673,0.15,257,0.25,17.02,17.02,0.00,104,0
^VIX,2018-05-29,VIX,2018-10-17,55.000,p,0.00,0.00,0.00,0.00,0,2540,38.00,2791,38.30,17.57,17.57,1315,38.00,1636,38.30,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-10-17,60.000,c,0.00,0.00,0.00,0.00,0,10957,0.15,150,0.20,17.57,17.57,1430,0.15,146,0.20,17.02,17.02,0.00,299,0
^VIX,2018-05-29,VIX,2018-10-17,60.000,p,0.00,0.00,0.00,0.00,0,3231,42.90,2823,43.20,17.57,17.57,1801,42.90,1611,43.20,17.02,17.02,0.00,10,0
^VIX,2018-05-29,VIX,2018-10-17,65.000,c,0.00,0.00,0.00,0.00,0,20109,0.10,21112,0.20,17.57,17.57,4072,0.10,4884,0.20,17.02,17.02,0.00,465,0
^VIX,2018-05-29,VIX,2018-10-17,65.000,p,0.00,0.00,0.00,0.00,0,3231,47.80,2823,48.10,17.57,17.57,1809,47.80,1606,48.10,17.02,17.02,0.00,836,0
^VIX,2018-05-29,VIX,2018-10-17,70.000,c,0.13,0.13,0.13,0.13,12,8564,0.10,676,0.15,17.57,17.57,1423,0.10,1306,0.15,17.02,17.02,0.13,290,0
^VIX,2018-05-29,VIX,2018-10-17,70.000,p,0.00,0.00,0.00,0.00,0,1732,52.80,2053,53.00,17.57,17.57,787,52.80,1598,53.00,17.02,17.02,0.00,1,0
^VIX,2018-05-29,VIX,2018-11-21,10.000,c,6.70,6.90,6.70,6.80,125,2994,6.70,4145,7.00,17.57,17.57,1034,6.70,2182,7.00,17.02,17.02,6.83,73,0
^VIX,2018-05-29,VIX,2018-11-21,10.000,p,0.10,0.10,0.10,0.10,5,7190,0.05,7895,0.15,17.57,17.57,1855,0.05,2995,0.15,17.02,17.02,0.10,40,0
^VIX,2018-05-29,VIX,2018-11-21,11.000,c,6.10,6.10,6.10,6.10,1,3709,5.80,3035,6.10,17.57,17.57,2300,5.80,1569,6.10,17.02,17.02,6.10,10,0
^VIX,2018-05-29,VIX,2018-11-21,11.000,p,0.20,0.20,0.20,0.20,3,646,0.20,165,0.25,17.57,17.57,3770,0.15,132,0.25,17.02,17.02,0.20,363,0
^VIX,2018-05-29,VIX,2018-11-21,12.000,c,5.10,5.36,5.10,5.36,6,3754,5.10,2481,5.30,17.57,17.57,806,5.10,76,5.30,17.02,17.02,5.19,67,0
^VIX,2018-05-29,VIX,2018-11-21,12.000,p,0.00,0.00,0.00,0.00,0,6270,0.40,2552,0.50,17.57,17.57,1272,0.40,1140,0.50,17.02,17.02,0.00,337,0
^VIX,2018-05-29,VIX,2018-11-21,13.000,c,4.60,4.60,4.50,4.50,12,7465,4.40,5366,4.70,17.57,17.57,3997,4.40,2403,4.70,17.02,17.02,4.58,37,0
^VIX,2018-05-29,VIX,2018-11-21,13.000,p,0.77,0.77,0.77,0.77,1,4144,0.75,3383,0.85,17.57,17.57,839,0.75,3509,0.90,17.02,17.02,0.77,352,0
^VIX,2018-05-29,VIX,2018-11-21,14.000,c,4.00,4.00,4.00,4.00,4,5605,3.90,8007,4.20,17.57,17.57,815,3.90,3840,4.20,17.02,17.02,4.00,57,0
^VIX,2018-05-29,VIX,2018-11-21,14.000,p,1.30,1.35,1.30,1.35,15,128,1.20,3210,1.30,17.57,17.57,1314,1.15,3701,1.35,17.02,17.02,1.32,101,0
^VIX,2018-05-29,VIX,2018-11-21,15.000,c,3.50,3.60,3.40,3.60,66,264,3.50,8723,3.70,17.57,17.57,2860,3.40,3018,3.70,17.02,17.02,3.49,31,0
^VIX,2018-05-29,VIX,2018-11-21,15.000,p,0.00,0.00,0.00,0.00,0,4330,1.70,3851,1.85,17.57,17.57,949,1.70,1399,1.85,17.02,17.02,0.00,1,0
^VIX,2018-05-29,VIX,2018-11-21,16.000,c,3.20,3.25,3.05,3.25,23,3465,3.10,9412,3.30,17.57,17.57,101,3.10,1718,3.30,17.02,17.02,3.16,5143,0
^VIX,2018-05-29,VIX,2018-11-21,16.000,p,2.35,2.45,2.35,2.41,37,8323,2.30,2635,2.45,17.57,17.57,586,2.30,2426,2.50,17.02,17.02,2.37,5149,0
^VIX,2018-05-29,VIX,2018-11-21,17.000,c,2.65,2.97,2.65,2.90,10,253,2.80,4249,2.95,17.57,17.57,11,2.80,1099,2.95,17.02,17.02,2.82,8569,0
^VIX,2018-05-29,VIX,2018-11-21,17.000,p,0.00,0.00,0.00,0.00,0,7689,2.95,1192,3.10,17.57,17.57,746,2.95,1,3.10,17.02,17.02,0.00,7380,0
^VIX,2018-05-29,VIX,2018-11-21,18.000,c,2.64,2.64,2.59,2.59,17,7413,2.50,11993,2.70,17.57,17.57,480,2.50,757,2.65,17.02,17.02,2.61,1490,0
^VIX,2018-05-29,VIX,2018-11-21,18.000,p,3.90,3.90,3.90,3.90,3,858,3.70,10961,3.90,17.57,17.57,4888,3.60,5006,3.90,17.02,17.02,3.90,11,0
^VIX,2018-05-29,VIX,2018-11-21,19.000,c,2.20,2.20,2.20,2.20,1,7459,2.25,7887,2.45,17.57,17.57,644,2.25,1741,2.45,17.02,17.02,2.20,63,0
^VIX,2018-05-29,VIX,2018-11-21,19.000,p,0.00,0.00,0.00,0.00,0,7555,4.40,6624,4.60,17.57,17.57,736,4.40,1411,4.60,17.02,17.02,0.00,25,0
^VIX,2018-05-29,VIX,2018-11-21,20.000,c,2.05,2.17,2.05,2.13,60,6947,2.05,3461,2.20,17.57,17.57,604,2.05,893,2.20,17.02,17.02,2.13,24729,0
^VIX,2018-05-29,VIX,2018-11-21,20.000,p,5.20,5.27,5.19,5.27,40,2145,5.20,8116,5.40,17.57,17.57,4184,5.10,2004,5.40,17.02,17.02,5.25,960,0
^VIX,2018-05-29,VIX,2018-11-21,21.000,c,0.00,0.00,0.00,0.00,0,7181,1.85,8987,2.05,17.57,17.57,761,1.85,1462,2.05,17.02,17.02,0.00,5012,0
^VIX,2018-05-29,VIX,2018-11-21,21.000,p,0.00,0.00,0.00,0.00,0,1817,6.00,6925,6.20,17.57,17.57,11,6.00,1579,6.20,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,22.000,c,1.70,1.70,1.70,1.70,35,4477,1.70,4175,1.85,17.57,17.57,647,1.70,888,1.85,17.02,17.02,1.70,1,0
^VIX,2018-05-29,VIX,2018-11-21,22.000,p,0.00,0.00,0.00,0.00,0,6240,6.80,3783,7.00,17.57,17.57,734,6.80,993,7.00,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,23.000,c,0.00,0.00,0.00,0.00,0,4430,1.55,3517,1.70,17.57,17.57,776,1.55,890,1.70,17.02,17.02,0.00,5,0
^VIX,2018-05-29,VIX,2018-11-21,23.000,p,0.00,0.00,0.00,0.00,0,9202,7.60,7922,7.90,17.57,17.57,3205,7.60,3865,7.90,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,24.000,c,0.00,0.00,0.00,0.00,0,2938,1.45,6443,1.60,17.57,17.57,169,1.45,277,1.60,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,24.000,p,0.00,0.00,0.00,0.00,0,3130,8.50,3159,8.70,17.57,17.57,696,8.50,851,8.70,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,25.000,c,0.00,0.00,0.00,0.00,0,601,1.35,3918,1.45,17.57,17.57,801,1.30,912,1.45,17.02,17.02,0.00,1209,0
^VIX,2018-05-29,VIX,2018-11-21,25.000,p,0.00,0.00,0.00,0.00,0,1198,9.40,3881,9.60,17.57,17.57,3018,9.30,992,9.60,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,26.000,c,0.00,0.00,0.00,0.00,0,7595,1.20,3971,1.35,17.57,17.57,748,1.20,997,1.35,17.02,17.02,0.00,1017,0
^VIX,2018-05-29,VIX,2018-11-21,26.000,p,0.00,0.00,0.00,0.00,0,480,10.30,4534,10.50,17.57,17.57,2465,10.20,2170,10.50,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,27.000,c,0.00,0.00,0.00,0.00,0,674,1.15,3323,1.25,17.57,17.57,821,1.10,937,1.25,17.02,17.02,0.00,307,0
^VIX,2018-05-29,VIX,2018-11-21,27.000,p,0.00,0.00,0.00,0.00,0,6215,11.10,5346,11.40,17.57,17.57,2328,11.10,2052,11.40,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,28.000,c,0.00,0.00,0.00,0.00,0,1212,1.05,120,1.15,17.57,17.57,177,1.05,865,1.15,17.02,17.02,0.00,410,0
^VIX,2018-05-29,VIX,2018-11-21,28.000,p,0.00,0.00,0.00,0.00,0,6377,12.00,4174,12.30,17.57,17.57,2327,12.00,1960,12.30,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,29.000,c,1.05,1.05,1.05,1.05,5,8506,0.95,6667,1.10,17.57,17.57,677,0.95,1211,1.10,17.02,17.02,1.05,1501,0
^VIX,2018-05-29,VIX,2018-11-21,29.000,p,0.00,0.00,0.00,0.00,0,5595,12.90,433,13.20,17.57,17.57,1446,12.90,141,13.20,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,30.000,c,0.95,1.00,0.95,1.00,65,3870,0.90,124,1.00,17.57,17.57,477,0.90,871,1.00,17.02,17.02,1.00,17,0
^VIX,2018-05-29,VIX,2018-11-21,30.000,p,0.00,0.00,0.00,0.00,0,1187,13.90,308,14.10,17.57,17.57,1581,13.80,104,14.10,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,32.500,c,0.00,0.00,0.00,0.00,0,1402,0.75,1537,0.85,17.57,17.57,506,0.75,1043,0.85,17.02,17.02,0.00,10,0
^VIX,2018-05-29,VIX,2018-11-21,32.500,p,0.00,0.00,0.00,0.00,0,1700,16.20,2824,16.50,17.57,17.57,230,16.20,49,16.40,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,35.000,c,0.00,0.00,0.00,0.00,0,717,0.65,4001,0.75,17.57,17.57,1656,0.60,1165,0.75,17.02,17.02,0.00,12,0
^VIX,2018-05-29,VIX,2018-11-21,35.000,p,0.00,0.00,0.00,0.00,0,4294,18.50,325,18.80,17.57,17.57,787,18.50,115,18.80,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,37.500,c,0.00,0.00,0.00,0.00,0,1052,0.55,3900,0.65,17.57,17.57,371,0.55,1300,0.65,17.02,17.02,0.00,20,0
^VIX,2018-05-29,VIX,2018-11-21,37.500,p,0.00,0.00,0.00,0.00,0,2787,20.90,2804,21.20,17.57,17.57,578,20.90,796,21.20,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,40.000,c,0.00,0.00,0.00,0.00,0,3784,0.45,1655,0.55,17.57,17.57,828,0.45,998,0.55,17.02,17.02,0.00,6246,0
^VIX,2018-05-29,VIX,2018-11-21,40.000,p,0.00,0.00,0.00,0.00,0,1721,23.30,2940,23.60,17.57,17.57,530,23.30,875,23.60,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,42.500,c,0.00,0.00,0.00,0.00,0,3732,0.40,3890,0.50,17.57,17.57,558,0.40,1280,0.50,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,42.500,p,0.00,0.00,0.00,0.00,0,2323,25.70,973,26.00,17.57,17.57,593,25.70,891,26.00,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,45.000,c,0.00,0.00,0.00,0.00,0,3203,0.35,4293,0.45,17.57,17.57,543,0.35,1354,0.45,17.02,17.02,0.00,4,0
^VIX,2018-05-29,VIX,2018-11-21,45.000,p,0.00,0.00,0.00,0.00,0,2754,28.10,652,28.40,17.57,17.57,715,28.10,636,28.40,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,47.500,c,0.00,0.00,0.00,0.00,0,4236,0.30,4094,0.40,17.57,17.57,638,0.30,1338,0.40,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,47.500,p,0.00,0.00,0.00,0.00,0,3336,30.50,36,30.80,17.57,17.57,1136,30.50,11,30.80,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,50.000,c,0.35,0.35,0.35,0.35,1,8957,0.25,1849,0.35,17.57,17.57,1637,0.25,1114,0.35,17.02,17.02,0.35,91,0
^VIX,2018-05-29,VIX,2018-11-21,50.000,p,0.00,0.00,0.00,0.00,0,1112,33.00,2475,33.30,17.57,17.57,1681,32.90,1377,33.30,17.02,17.02,0.00,197,0
^VIX,2018-05-29,VIX,2018-11-21,55.000,c,0.25,0.25,0.25,0.25,12,8982,0.20,8737,0.30,17.57,17.57,945,0.20,1820,0.30,17.02,17.02,0.25,1001,0
^VIX,2018-05-29,VIX,2018-11-21,55.000,p,0.00,0.00,0.00,0.00,0,958,37.90,2985,38.20,17.57,17.57,1704,37.80,1696,38.20,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,60.000,c,0.00,0.00,0.00,0.00,0,7522,0.15,7436,0.25,17.57,17.57,1106,0.15,1828,0.25,17.02,17.02,0.00,100,0
^VIX,2018-05-29,VIX,2018-11-21,60.000,p,0.00,0.00,0.00,0.00,0,982,42.80,2850,43.10,17.57,17.57,1703,42.70,1430,43.10,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,65.000,c,0.00,0.00,0.00,0.00,0,8578,0.10,1522,0.20,17.57,17.57,2547,0.10,935,0.20,17.02,17.02,0.00,0,0
^VIX,2018-05-29,VIX,2018-11-21,65.000,p,0.00,0.00,0.00,0.00,0,1191,47.70,2963,48.00,17.57,17.57,1704,47.60,1688,48.00,17.02,17.02,0.00,100,0
^VIX,2018-05-29,VIX,2018-11-21,70.000,c,0.00,0.00,0.00,0.00,0,3775,0.10,12803,0.20,17.57,17.57,1035,0.10,3051,0.20,17.02,17.02,0.00,2,0
^VIX,2018-05-29,VIX,2018-11-21,70.000,p,0.00,0.00,0.00,0.00,0,1622,52.60,2368,52.90,17.57,17.57,1439,52.50,1681,52.90,17.02,17.02,0.00,0,0
